uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1100
a9a73ab1-2de8-50c8-7262-012b6afc57e1,,,Runny nose,Écoulement nasal,Écoulement nasal,Écoulement nasal,,,Misc,N/A,,,,,,,,,,,
3c5ecc91-5c79-10ad-5037-49e6321a912f,,,Epistaxis,Epistaxis,Epistaxis,Epistaxis,,,Misc,N/A,,,,,,,,,,,
c1cad65e-5528-2120-42a0-0c7da5243491,,,Rashes,Éruptions cutanées,Éruptions cutanées,Éruptions cutanées,,,Misc,N/A,,,,,,,,,,,
84826543-5955-8d3a-5c33-58238e9882ae,,,False needs,Faux besoins,Faux besoins,Faux besoins,,,Misc,N/A,,,,,,,,,,,
abd96955-1aea-9f87-2c69-6ddb8bbb2564,,,Fever,Fièvre,Fièvre,Fièvre,,,Misc,N/A,,,,,,,,,,,
8f3d3dd0-34e0-62d5-00b6-05f5de2c4551,,,Chills,Frissons ,Frissons ,Frissons ,,,Misc,N/A,,,,,,,,,,,
382ae2d9-34ed-9c5c-9c19-da49f93196b4,,,Halitosis,Halitose ,Halitose ,Halitose ,,,Misc,N/A,,,,,,,,,,,
f59b66ba-424a-2650-188d-75814d699ab8,,,"Hematuria,","Hématurie, ","Hématurie, ","Hématurie, ",,,Misc,N/A,,,,,,,,,,,
d6e61d37-110e-2a7e-7e70-8f96502c792a,,,"hemoptysis, hematemesis,","hémoptysie, hématemese,","hémoptysie, hématemese,","hémoptysie, hématemese,",,,Misc,N/A,,,,,,,,,,,
7d30175f-3033-0c70-8191-3ffee6648a95,,,Innapetence,Innapétence,Innapétence,Innapétence,,,Misc,N/A,,,,,,,,,,,
af431d3e-2955-05d9-8310-af084e769cdd,,,Irritability,Irritabilité ,Irritabilité ,Irritabilité ,,,Misc,N/A,,,,,,,,,,,
1b65189b-5411-80bb-0f5e-92778c2b2c1f,,,Lethargy,Léthargie,Léthargie,Léthargie,,,Misc,N/A,,,,,,,,,,,
2e27f30d-33cc-7793-6678-0c420e260ad3,,,Leucorrhea,Leucorrhée,Leucorrhée,Leucorrhée,,,Misc,N/A,,,,,,,,,,,
ede3e5ac-62f3-a72a-4f51-5af0307274dc,,,Lipothymia,Lipothymie,Lipothymie,Lipothymie,,,Misc,N/A,,,,,,,,,,,
eafd5b7a-8a1f-44ec-5107-4cbde352696b,,,Low back pain,Lombalgie,Lombalgie,Lombalgie,,,Misc,N/A,,,,,,,,,,,
a0f5cc16-2b79-3ee7-537c-69ba18bf098f,,,Discomfort,Malaise,Malaise,Malaise,,,Misc,N/A,,,,,,,,,,,
671d5d29-2309-3e97-01eb-4edbdda1a671,,,Mass,Masse,Masse,Masse,,,Misc,N/A,,,,,,,,,,,
f50a1782-5f2c-02ff-02ed-aaf633840f68,,,Myalgia,Myalgie ,Myalgie ,Myalgie ,,,Misc,N/A,,,,,,,,,,,
40fa132b-01f4-86be-5137-5293836494ba,,,Myasthenia,Myasthénie,Myasthénie,Myasthénie,,,Misc,N/A,,,,,,,,,,,
0c43bef5-67ab-53c5-2d10-f3b34e193534,,,Nausea,Nausée,Nausée,Nausée,,,Misc,N/A,,,,,,,,,,,
1e345ced-71ad-576a-a4a7-061540351eab,,,Nasal obstruction,Obstruction nasale,Obstruction nasale,Obstruction nasale,,,Misc,N/A,,,,,,,,,,,
d6f4eda2-13a2-91dd-539c-957b18e17cca,,,Odinophagia,Odinophagie,Odinophagie,Odinophagie,,,Misc,N/A,,,,,,,,,,,
61112a1f-6845-5837-98e3-87a1323d5f3c,,,Edema,Œdème,Œdème,Œdème,,,Misc,N/A,,,,,,,,,,,
1e620ffb-11e3-98ea-0b86-3a69635f2d74,,,Otalgia,Otalgie,Otalgie,Otalgie,,,Misc,N/A,,,,,,,,,,,
2ebe14a6-910d-9e01-6e0d-1ae39a997cbb,,,Otorrhea,Otorrhée,Otorrhée,Otorrhée,,,Misc,N/A,,,,,,,,,,,
93fc75f8-65fd-33b1-262b-962777862157,,,Loss of consciousness,Perte de la conscience,Perte de la conscience,Perte de la conscience,,,Misc,N/A,,,,,,,,,,,
a11251e3-69a8-049a-a791-91db58608628,,,Weightloss,Perte de poids,Perte de poids,Perte de poids,,,Misc,N/A,,,,,,,,,,,
20094112-98c0-9e70-812e-0d1db5d8a5a0,,,Wound,Plaie,Plaie,Plaie,,,Misc,N/A,,,,,,,,,,,
ecb79d18-5308-473c-4a3e-413ea0b7888b,,,Unexplained ceaseless crying,Pleurs incessants inexpliqués,Pleurs incessants inexpliqués,Pleurs incessants inexpliqués,,,Misc,N/A,,,,,,,,,,,
ef0f6cbd-7ac7-36a7-8e25-af4f50605098,,,Pollakiuria,Pollakiurie,Pollakiurie,Pollakiurie,,,Misc,N/A,,,,,,,,,,,
9e170e03-52f3-20dd-084d-2ea7ca85458f,,,Polydipsia,Polydipsie,Polydipsie,Polydipsie,,,Misc,N/A,,,,,,,,,,,
87c5a811-0273-7f08-8408-571d9dfd5370,,,Polyphagia,Polyphagie,Polyphagie,Polyphagie,,,Misc,N/A,,,,,,,,,,,
6298fb5e-98b4-079e-a08e-5c159e301902,,,Polyuria,Polyurie,Polyurie,Polyurie,,,Misc,N/A,,,,,,,,,,,
97fb1297-2502-25f2-1983-a056d9a557b8,,,Hypertensive surge,Poussée hypertensive,Poussée hypertensive,Poussée hypertensive,,,Misc,N/A,,,,,,,,,,,
123854e8-a1ed-2bed-5151-c9472eeb2258,,,Weight gain,Prise de poids,Prise de poids,Prise de poids,,,Misc,N/A,,,,,,,,,,,
6e8ed362-5b01-0c7a-3ca1-f4b4fe139c1c,,,Dermatological problems,Problèmes dermatologiques,Problèmes dermatologiques,Problèmes dermatologiques,,,Misc,N/A,,,,,,,,,,,
66d06234-859e-8402-0b0c-da60e2dd1afa,,,Anal pruritus,Prurit anal,Prurit anal,Prurit anal,,,Misc,N/A,,,,,,,,,,,
ef35f99c-0f59-82a0-3e37-d175d03a35f2,,,Dermatological pruritus,Prurit dermatologique,Prurit dermatologique,Prurit dermatologique,,,Misc,N/A,,,,,,,,,,,
9b2c628c-175b-1f1e-3381-38fd31147ed5,,,Vaginal itching,Prurit vaginal ,Prurit vaginal ,Prurit vaginal ,,,Misc,N/A,,,,,,,,,,,
8d9a432e-3001-26f0-5156-9d299c0d28c9,,,Pyrosis,Pyrosis,Pyrosis,Pyrosis,,,Misc,N/A,,,,,,,,,,,
5bfa4b57-2f35-1f11-569d-e04f0cd16888,,,Rectorragie,Rectorragie,Rectorragie,Rectorragie,,,Misc,N/A,,,,,,,,,,,
f584f731-415b-672e-568b-c1d332cb48b5,,,Regurgitation,Régurgitation ,Régurgitation ,Régurgitation ,,,Misc,N/A,,,,,,,,,,,
a9c62a16-133a-0ed1-80ed-4847625766a9,,,Delayed periods,Retard des règles,Retard des règles,Retard des règles,,,Misc,N/A,,,,,,,,,,,
249f2fc3-1629-9f7e-0137-e8a816533433,,,Vaginal bleeding,Saignement vaginal,Saignement vaginal,Saignement vaginal,,,Misc,N/A,,,,,,,,,,,
c032cb50-182a-83c8-151f-2cdb80a45e86,,,Profuse sweats,Sueurs profuses  ,Sueurs profuses  ,Sueurs profuses  ,,,Misc,N/A,,,,,,,,,,,
1ddc1171-8b77-0f79-718d-0e467d4122f9,,,Syncope,Syncope,Syncope,Syncope,,,Misc,N/A,,,,,,,,,,,
2a94ad77-778e-4075-58b7-68aa2c4926cc,,,Tenesmus,Ténesme,Ténesme,Ténesme,,,Misc,N/A,,,,,,,,,,,
b792673c-24fe-5bd7-a165-0c30cbdf20cb,,,Cough,Toux,Toux,Toux,,,Misc,N/A,,,,,,,,,,,
f08dd30d-4211-50bf-6791-ab4d25e845a2,,,Visual disturbance,Trouble visuel,Trouble visuel,Trouble visuel,,,Misc,N/A,,,,,,,,,,,
6e6f3d4f-8bb9-7712-5d30-15ce540552b9,,,Dizziness,Vertiges,Vertiges,Vertiges,,,Misc,N/A,,,,,,,,,,,
2872b8d8-27cc-1cf9-13c4-91a108af8e1b,,,Vomiting,Vomissements,Vomissements,Vomissements,,,Misc,N/A,,,,,,,,,,,
ee87630f-8af9-57cd-532f-191579d287c6,,,Assault by animal suspected of rabies,Agression par animal suspect de rage,Agression par animal suspect de rage,Agression par animal suspect de rage,,,Misc,N/A,,,,,,,,,,,
2518a35f-a359-038e-55e0-63ddbc6078f3,,,Abnormal phenomenon,Phénomène anormal,Phénomène anormal,Phénomène anormal,,,Misc,N/A,,,,,,,,,,,
24fb05d5-8447-a568-7d7b-f9f9cfdb08f6,,,Breathing difficulties,Difficultées respiratoires,Difficultées respiratoires,Difficultées respiratoires,,,Misc,N/A,,,,,,,,,,,
1d15de60-072c-2cd5-7b1f-286925221432,,,Other,Autre,Autre,Autre,,,Misc,N/A,,,,,,,,,,,
73527dea-0ea0-95ff-570a-29a2c75e6784,,,Reason for consultation,Motif de consultation,Motif de consultation,Motif de consultation,,,Misc,Coded,,"Tinnitus;Agitation;Altered consciousness;Amenorrhea;Anorexia;Aphasia;Arthralgia;Asthenia;Checkup;Voiding burns;Headache;Constipation;Convulsions;Delirium;Aqous diarrhea;Bloody diarrhea;Pain;Abdominal pain;Epigastric pain;Hypogastric pain;Chest pain;Dyspepsia;Dysphagia;Dyspnea;Dysuria;Discharge from the eyes;Runny nose;Epistaxis;Rashes;False needs;Fever;Chills;Halitosis;Hematuria,;hemoptysis, hematemesis,;Innapetence;Irritability;Lethargy;Leucorrhea;Lipothymia;Low back pain;Discomfort;Mass;Myalgia;Myasthenia;Nausea;Nasal obstruction;Odinophagia;Edema;Otalgia;Otorrhea;Loss of consciousness;Weightloss;Wound;Unexplained ceaseless crying;Pollakiuria;Polydipsia;Polyphagia;Polyuria;Hypertensive surge;Weight gain;Dermatological problems;Anal pruritus;Dermatological pruritus;Vaginal itching;Pyrosis;Rectorragie;Regurgitation;Delayed periods;Vaginal bleeding;Profuse sweats;Syncope;Tenesmus;Cough;Visual disturbance;Dizziness;Vomiting;Assault by animal suspected of rabies;Abnormal phenomenon;Breathing difficulties;Other",,,,,,,,,
b0823b2c-4bc8-2a7c-41b5-7bf3c7f14e82,,,Since when,Depuis quand,Depuis quand,Depuis quand,,,Misc,Numeric,,,,,,,,,,,
4f6bc54d-6168-881b-86c7-7c4f1d7a4e9e,,,Month,Mois,Mois,Mois,,,Misc,N/A,,,,,,,,,,,
850c5ae8-38eb-270b-2ff2-e4ade2e95faf,,,Hours,Heures,Heures,Heures,,,Misc,N/A,,,,,,,,,,,
327cdb97-571c-2d13-306b-4024fce268cb,,,Days,Jours,Jours,Jours,,,Misc,N/A,,,,,,,,,,,
1c4d0d14-8ea9-7755-3ae7-03c88e66a41a,,,Weeks,Semaines,Semaines,Semaines,,,Misc,N/A,,,,,,,,,,,
373b5749-82ff-a3d8-2e13-db76dd0499b3,,,Time lapse,Lapse de temps,Lapse de temps,Lapse de temps,,,Misc,Coded,,Month;Hours;Days;Weeks,,,,,,,,,
c85623b5-7630-246e-a77e-65b146c713f1,,,Chronic / Acute,Chronique/Aigue,Chronique/Aigue,Chronique/Aigue,,,Misc,Text,,,,,,,,,,,
8685888b-2f50-019d-8450-92219b2ca261,,,Other reason for consultation,Autre motif de consultation,Autre motif de consultation,Autre motif de consultation,,,Misc,Text,,,,,,,,,,,
6d1b036f-829e-1c52-a74c-a8ec6d2f2d15,,,Physical examination notes,Notes de l'examen physique,Notes de l'examen physique,Notes de l'examen physique,,,Misc,Text,,,,,,,,,,,
b16066fa-6291-4375-3a39-f9f987320f88,,,Picture,Image,Image,Image,,,Image,Complex,,,,,,,,,,,
083a87f3-0e04-3faf-6b30-06cec41b63ab,,,Reason for consultation and examination Form,Formulaire de Motif de consultation et examination,Reason for consultation and examination Form,Formulaire de Motif de consultation et examination,,,ConvSet,N/A,,,Reason for consultation;Since when;Time lapse;Chronic / Acute;Other reason for consultation;Physical examination notes;Picture,,,,,,,,
